#     time conns tot_conn  tot_req      tot_bytes    err  cps  rps  Bps  bps   ttfb   ttlb 1xx 2xx 3xx 4xx 5xx
1786183297   800      800   493312       69556992      0 800. 493k 69M5 556M 1.609m 1.609m   0 493312   0   0   0 
1786183298   800      800   996905      140563605      0 0.00 503k 70M9 567M 1.588m 1.588m   0 503593   0   0   0 
1786183299   800      800  1496873      211059234      0 0.00 499k 70M4 563M 1.601m 1.601m   0 499968   0   0   0 
1786183300   800      800  2001842      282259722      0 0.00 504k 71M1 569M 1.585m 1.585m   0 504969   0   0   0 
1786183301   800      800  2507199      353515059      0 0.00 504k 71M1 569M 1.583m 1.583m   0 505357   0   0   0 
1786183302   800      800  3010301      424452441      0 0.00 502k 70M8 566M 1.589m 1.589m   0 503102   0   0   0 
1786183303   800      800  3511007      495051987      0 0.00 500k 70M5 564M 1.598m 1.598m   0 500706   0   0   0 
1786183304   800     1260  4007048      564991468      0 460. 496k 69M9 559M 1.611m 1.611m   0 496041   0   0   0 
1786183305   800     1362  4502479      634846729      0 101. 494k 69M7 558M 1.614m 1.614m   0 495431   0   0   0 
1786183306   800     1466  5002297      705320547      0 103. 499k 70M4 563M 1.601m 1.601m   0 499818   0   0   0 
1786183307   800     1466  5507097      776497347      0 0.00 504k 71M1 568M 1.585m 1.585m   0 504800   0   0   0 
1786183308   800     1627  6008765      847231871      0 160. 501k 70M6 565M 1.594m 1.594m   0 501669   0   0   0 
1786183309   800     1712  6508727      917725947      0 84.9 499k 70M4 563M 1.600m 1.600m   0 499961   0   0   0 
1786183310   800     1803  7009614      988350559      0 90.9 500k 70M5 564M 1.596m 1.596m   0 500887   0   0   0 
1786183311   800     1866  7509338     1058811328      0 62.9 499k 70M3 563M 1.602m 1.602m   0 499724   0   0   0 
1786183312   800     1983  8011123     1129562428      0 117. 501k 70M7 566M 1.592m 1.592m   0 501785   0   0   0 
1786183313   800     2118  8511335     1200091645      0 134. 499k 70M4 563M 1.600m 1.600m   0 500212   0   0   0 
1786183314   800     2233  9011750     1270649585      0 114. 499k 70M4 563M 1.598m 1.598m   0 500415   0   0   0 
1786183315   800     2300  9511019     1341046179      0 67.0 499k 70M3 563M 1.602m 1.602m   0 499269   0   0   0 
1786183316   800     2384 10009958     1411396158      0 83.9 498k 70M2 562M 1.604m 1.604m   0 498939   0   0   0 
1786183317   800     2497 10509915     1481889530      0 112. 499k 70M4 563M 1.599m 1.599m   0 499957   0   0   0 
1786183318   800     2633 11008889     1552244184      0 135. 498k 70M2 562M 1.603m 1.603m   0 498974   0   0   0 
1786183319   800     2712 11508521     1622691901      0 79.0 499k 70M4 563M 1.601m 1.601m   0 499632   0   0   0 
1786183320   800     2791 12009421     1693318406      0 78.9 500k 70M5 564M 1.596m 1.596m   0 500900   0   0   0 
1786183321   800     2891 12509150     1763779836      0 100. 499k 70M4 563M 1.601m 1.601m   0 499730   0   0   0 
1786183322   800     2987 13008539     1834193064      0 95.9 498k 70M3 562M 1.600m 1.600m   0 499388   0   0   0 
1786183323   800     3114 13507575     1904556505      0 126. 498k 70M2 562M 1.604m 1.604m   0 499036   0   0   0 
1786183324   800     3216 14008342     1975164142      0 101. 500k 70M5 564M 1.597m 1.597m   0 500767   0   0   0 
1786183325   800     3312 14508013     2045617273      0 95.9 499k 70M3 563M 1.602m 1.602m   0 499671   0   0   0 
1786183326   800     3405 15007300     2116016275      0 92.9 498k 70M3 562M 1.601m 1.601m   0 499287   0   0   0 
1786183327   800     3499 15504860     2186171906      0 94.0 497k 70M1 561M 1.607m 1.607m   0 497560   0   0   0 
1786183328   800     3605 16002906     2256395721      0 105. 497k 70M1 561M 1.606m 1.606m   0 498046   0   0   0 
1786183329   800     3699 16501945     2326759750      0 93.9 498k 70M2 562M 1.602m 1.603m   0 499039   0   0   0 
1786183330   800     3802 16999956     2396978786      0 102. 497k 70M1 561M 1.607m 1.607m   0 498011   0   0   0 
1786183331   800     3888 17497467     2467127407      0 85.9 497k 70M0 560M 1.608m 1.608m   0 497511   0   0   0 
1786183332   800     3985 17994033     2537142728      0 97.0 496k 70M0 560M 1.609m 1.609m   0 496566   0   0   0 
1786183333   800     4101 18493533     2607571648      0 115. 499k 70M3 562M 1.601m 1.601m   0 499500   0   0   0 
1786183334   800     4220 18994169     2678160729      0 118. 500k 70M5 564M 1.598m 1.598m   0 500636   0   0   0 
1786183335   800     4303 19499014     2749343459      0 82.5 501k 70M7 566M 1.588m 1.588m   0 504845   0   0   0 
1786183336   800     4404 19995232     2819309692      0 101. 498k 70M3 562M 1.608m 1.608m   0 496218   0   0   0 
1786183337   800     4506 20492317     2889398167      0 101. 496k 70M0 560M 1.609m 1.609m   0 497085   0   0   0 
1786183338   800     4599 20987362     2959199047      0 92.9 494k 69M7 557M 1.616m 1.616m   0 495045   0   0   0 
1786183339   800     4704 21484333     3029271574      0 104. 496k 70M0 560M 1.610m 1.610m   0 496971   0   0   0 
1786183340   800     4803 21982409     3099499654      0 98.9 497k 70M1 561M 1.606m 1.606m   0 498076   0   0   0 
1786183341   800     4890 22478985     3169516435      0 86.9 496k 69M9 559M 1.610m 1.610m   0 496576   0   0   0 
1786183342   800     4981 22977618     3239823233      0 90.9 498k 70M2 561M 1.606m 1.606m   0 498633   0   0   0 
1786183343   800     5094 23477510     3310307440      0 113. 499k 70M4 563M 1.597m 1.597m   0 499892   0   0   0 
1786183344   800     5186 23973273     3380209563      0 91.9 495k 69M8 558M 1.615m 1.615m   0 495763   0   0   0 
1786183345   800     5300 24470442     3450309822      0 113. 496k 70M0 560M 1.609m 1.609m   0 497169   0   0   0 
1786183346   800     5387 24966769     3520291494      0 86.9 495k 69M9 559M 1.612m 1.612m   0 496327   0   0   0 
1786183347   800     5491 25456806     3589386191      0 103. 489k 69M0 552M 1.632m 1.632m   0 490037   0   0   0 
1786183348   800     5595 25947087     3658515292      0 103. 489k 69M0 552M 1.632m 1.632m   0 490281   0   0   0 
1786183349   800     5693 26442092     3728310507      0 97.9 494k 69M7 557M 1.616m 1.616m   0 495005   0   0   0 
1786183350   800     5791 26937208     3798121514      0 97.9 494k 69M7 557M 1.615m 1.615m   0 495117   0   0   0 
1786183351   800     5893 27429504     3867534599      0 101. 491k 69M3 554M 1.625m 1.625m   0 492295   0   0   0 
1786183352   800     5984 27916071     3936140091      0 90.9 486k 68M5 548M 1.642m 1.642m   0 486567   0   0   0 
1786183353   800     6088 28410073     4005793853      0 103. 493k 69M5 556M 1.621m 1.621m   0 494002   0   0   0 
1786183354   800     6179 28902079     4075166244      0 90.9 491k 69M3 554M 1.625m 1.625m   0 492006   0   0   0 
1786183355   800     6277 29390246     4143997301      0 97.9 487k 68M7 550M 1.640m 1.640m   0 488167   0   0   0 
1786183356   800     6365 29881343     4213241538      0 88.0 491k 69M2 553M 1.627m 1.627m   0 491097   0   0   0 
1786183357   800     6369 29882947     4213467682      0 3.99 1k60 225k 1M80    -      -     0 1604   0   0   0 
1786183358   800     6369 29882947     4213467682      0 0.00 0.00 0.00 0.00    -      -     0   0   0   0   0 
#======= Percentiles for time-to-first-byte and time-to-last-byte =======
# use $3:$5 $3:$7 with logscale X
# $1     $2      $3         $4       $5         $6       $7
#pctl   tail   invtail   ttfbcnt ttfb(ms)   ttlbcnt ttlb(ms)
10      90     1         2987249    0.254   2987242    0.254
20      80     1         5971149    0.499   5971141    0.499
30      70     1         8958529    0.682   8958524    0.682
40      60     2        11926294    0.796  11926283    0.796
50      50     2        14922566    0.895  14922559    0.895
55      45     2        16411650    0.943  16411637    0.943
60      40     3        17903301    0.993  17903289    0.993
65      35     3        19413675    1.052  19413659    1.052
70      30     3        20912122     1.13  20912109     1.13
75      25     4        22399845    1.256  22399835    1.256
80      20     5        23898995    1.595  23898986    1.595
82      18     6        24496436    4.336  24496430    4.336
84      16     6        25094428     4.66  25094421     4.66
86      14     7        25687304    4.796  25687298    4.796
88      12     8        26278905    4.888  26278898    4.888
90      10     10       26881167    4.968  26881161    4.968
91      9      11       27162958    5.004  27162954    5.004
92      8      13       27463235    5.044  27463233    5.044
93      7      14       27762670    5.088  27762667    5.088
94      6      17       28072099     5.14  28072096     5.14
95      5      20       28369679      5.2  28369678      5.2
95.5    4.5    22       28516940    5.236  28516938    5.236
96      4      25       28674441     5.28  28674440     5.28
96.5    3.5    29       28826980    5.328  28826979    5.328
97      3      33       28968647    5.376  28968645    5.376
97.5    2.5    40       29122061    5.436  29122060    5.436
98      2      50       29274904    5.528  29274903    5.528
98.5    1.5    67       29424852    5.704  29424851    5.704
99      1      100      29575960    8.248  29575959    8.248
99.1    0.9    111      29605660    8.544  29605659    8.544
99.2    0.8    125      29635838    8.696  29635837    8.696
99.3    0.7    143      29663330    8.792  29663329    8.792
99.4    0.6    167      29695296    8.888  29695296    8.888
99.5    0.5    200      29724264    8.968  29724264    8.968
99.55   0.45   222      29739528    9.008  29739528    9.008
99.6    0.4    250      29753803    9.048  29753803    9.048
99.65   0.35   286      29768867    9.096  29768866    9.096
99.7    0.3    333      29784225    9.152  29784224    9.152
99.75   0.25   400      29799053    9.224  29799052    9.224
99.8    0.2    500      29814828    9.344  29814828    9.344
99.85   0.15   667      29829902    9.552  29829902    9.552
99.9    0.1    1000     29845041   12.184  29845041   12.184
99.91   0.09   1111     29847988   12.408  29847988   12.408
99.92   0.08   1250     29850706    12.56  29850706    12.56
99.93   0.07   1429     29853991   12.632  29853991   12.632
99.94   0.06   1667     29857015   12.736  29857015   12.736
99.95   0.05   2000     29859971    12.84  29859971    12.84
99.96   0.04   2500     29862983   12.976  29862983   12.976
99.965  0.035  2857     29864417   13.056  29864417   13.056
99.97   0.03   3333     29865918   13.136  29865918   13.136
99.975  0.025  4000     29867502   13.256  29867502   13.256
99.98   0.02   5000     29868987   13.568  29868987   13.568
99.985  0.015  6667     29870496     15.2  29870496     15.2
99.99   0.01   10000    29871971   16.328  29871971   16.328
99.995  0.005  20000    29873432    16.88  29873432    16.88
99.996  0.004  25000    29873761   16.992  29873761   16.992
99.9965 0.0035 28571    29873926   17.088  29873926   17.088
99.997  0.003  33333    29874078   17.184  29874078   17.184
99.9975 0.0025 40000    29874231    18.08  29874231    18.08
99.998  0.002  50000    29874380    20.08  29874380    20.08
99.9985 0.0015 66667    29874515   20.352  29874515   20.352
99.999  0.001  100000   29874671     20.8  29874671     20.8
99.9995 0.0005 200000   29874800   24.624  29874800   24.624
99.9999 0.0001 1000000  29874942   36.224  29874942   36.224
