#     time conns tot_conn  tot_req      tot_bytes    err  cps  rps  Bps  bps   ttfb   ttlb 1xx 2xx 3xx 4xx 5xx
1786183024   400      400   323979       45681039      0 400. 323k 45M6 365M 1.233m 1.233m   0 323979   0   0   0 
1786183025   400      400   644044       90810204      0 0.00 321k 45M3 362M 1.244m 1.244m   0 320065   0   0   0 
1786183026   400      400   965191      136091931      0 0.00 320k 45M2 361M 1.245m 1.245m   0 321147   0   0   0 
1786183027   400      400  1288729      181710789      0 0.00 323k 45M5 364M 1.237m 1.237m   0 323538   0   0   0 
1786183028   400      400  1606290      226486890      0 0.00 317k 44M7 357M 1.260m 1.260m   0 317561   0   0   0 
1786183029   400      499  1951366      275142111      0 98.9 344k 48M6 388M 1.159m 1.159m   0 345076   0   0   0 
1786183030   400      800  2288744      322710904      0 300. 337k 47M5 380M 1.183m 1.183m   0 337378   0   0   0 
1786183031   400      800  2634729      371494789      0 0.00 345k 48M7 389M 1.156m 1.156m   0 345985   0   0   0 
1786183032   400      800  2970766      418876006      0 0.00 335k 47M3 378M 1.190m 1.190m   0 336037   0   0   0 
1786183033   400      800  3284924      463172284      0 0.00 314k 44M2 354M 1.273m 1.273m   0 314158   0   0   0 
1786183034   400      804  3611651      509240771      0 3.99 326k 46M0 368M 1.224m 1.224m   0 326727   0   0   0 
1786183035   399      913  3937345      555163075      0 108. 325k 45M8 367M 1.228m 1.228m   0 325694   0   0   0 
1786183036   400     1196  4257613      600319453      0 282. 319k 45M1 360M 1.247m 1.247m   0 320268   0   0   0 
1786183037   400     1200  4587720      646864520      0 3.99 329k 46M4 371M 1.212m 1.212m   0 330107   0   0   0 
1786183038   400     1200  4910561      692385101      0 0.00 322k 45M4 363M 1.239m 1.239m   0 322841   0   0   0 
1786183039   400     1200  5249376      740158016      0 0.00 338k 47M7 381M 1.181m 1.181m   0 338815   0   0   0 
1786183040   400     1206  5576936      786343946      0 5.99 327k 46M1 369M 1.221m 1.221m   0 327560   0   0   0 
1786183041   400     1318  5899193      831781623      0 111. 321k 45M3 363M 1.241m 1.241m   0 322257   0   0   0 
1786183042   400     1561  6221280      877194675      0 242. 321k 45M3 362M 1.242m 1.242m   0 322087   0   0   0 
1786183043   400     1600  6550806      923657646      0 38.9 329k 46M4 371M 1.213m 1.213m   0 329526   0   0   0 
1786183044   400     1600  6874870      969350670      0 0.00 323k 45M6 365M 1.234m 1.234m   0 324064   0   0   0 
1786183045   400     1600  7208839     1016440299      0 0.00 333k 47M0 376M 1.198m 1.198m   0 333969   0   0   0 
1786183046   400     1606  7530627     1061812377      0 5.99 321k 45M3 362M 1.243m 1.243m   0 321788   0   0   0 
1786183047   400     1684  7854566     1107487386      0 77.9 323k 45M6 365M 1.234m 1.234m   0 323939   0   0   0 
1786183048   400     1939  8185974     1154214780      0 254. 331k 46M6 373M 1.206m 1.206m   0 331408   0   0   0 
1786183049   400     2000  8508948     1199753668      0 61.0 322k 45M5 364M 1.238m 1.238m   0 322974   0   0   0 
1786183050   400     2000  8832810     1245418210      0 0.00 323k 45M6 364M 1.235m 1.235m   0 323862   0   0   0 
1786183051   400     2000  9153010     1290566410      0 0.00 319k 45M1 360M 1.249m 1.249m   0 320200   0   0   0 
1786183052   400     2005  9475176     1335991791      0 4.99 321k 45M3 363M 1.242m 1.242m   0 322166   0   0   0 
1786183053   400     2061  9796041     1381233476      0 55.9 320k 45M1 361M 1.246m 1.246m   0 320865   0   0   0 
1786183054   400     2284 10117522     1426561182      0 222. 321k 45M2 362M 1.243m 1.243m   0 321481   0   0   0 
1786183055   400     2398 10423438     1469694768      0 113. 305k 43M0 344M 1.307m 1.307m   0 305916   0   0   0 
1786183056   400     2400 10740246     1514364686      0 1.99 316k 44M6 357M 1.262m 1.262m   0 316808   0   0   0 
1786183057   400     2400 11074521     1561497461      0 0.00 333k 47M0 376M 1.197m 1.197m   0 334275   0   0   0 
1786183058   400     2402 11395113     1606700923      0 1.99 320k 45M1 361M 1.247m 1.247m   0 320592   0   0   0 
1786183059   400     2431 11719702     1652467827      0 28.9 324k 45M7 365M 1.232m 1.232m   0 324589   0   0   0 
1786183060   400     2625 12043130     1698070205      0 193. 323k 45M5 364M 1.236m 1.236m   0 323428   0   0   0 
1786183061   400     2787 12365644     1743543869      0 161. 322k 45M4 363M 1.239m 1.239m   0 322514   0   0   0 
1786183062   400     2800 12688918     1789125438      0 12.9 322k 45M5 364M 1.237m 1.237m   0 323274   0   0   0 
1786183063   400     2800 13012855     1834800555      0 0.00 323k 45M6 365M 1.235m 1.235m   0 323937   0   0   0 
1786183064   400     2802 13346036     1881779066      0 2.00 333k 46M9 375M 1.200m 1.200m   0 333181   0   0   0 
1786183065   400     2822 13672906     1927867636      0 19.9 326k 46M0 368M 1.224m 1.224m   0 326870   0   0   0 
1786183066   400     2990 13995662     1973375392      0 167. 322k 45M4 363M 1.239m 1.239m   0 322756   0   0   0 
1786183067   400     3176 14317191     2018710051      0 185. 321k 45M2 362M 1.244m 1.244m   0 321529   0   0   0 
1786183068   400     3200 14632475     2063164975      0 23.9 314k 44M4 355M 1.268m 1.268m   0 315284   0   0   0 
1786183069   400     3200 14953017     2108361397      0 0.00 320k 45M1 361M 1.248m 1.248m   0 320542   0   0   0 
1786183070   400     3201 15275586     2153843621      0 999m 322k 45M4 363M 1.240m 1.240m   0 322569   0   0   0 
1786183071   400     3213 15592275     2198496710      0 11.9 316k 44M6 356M 1.263m 1.263m   0 316689   0   0   0 
1786183072   399     3325 15911194     2243463724      0 111. 318k 44M9 359M 1.254m 1.254m   0 318919   0   0   0 
1786183073   400     3545 16232188     2288722783      0 219. 320k 45M2 361M 1.245m 1.245m   0 320994   0   0   0 
1786183074   400     3598 16553553     2334034983      0 52.9 321k 45M2 362M 1.245m 1.245m   0 321365   0   0   0 
1786183075   400     3600 16875286     2379399326      0 1.99 321k 45M3 362M 1.243m 1.243m   0 321733   0   0   0 
1786183076   400     3601 17196785     2424730680      0 999m 321k 45M2 362M 1.244m 1.244m   0 321499   0   0   0 
1786183077   400     3615 17521328     2470491173      0 13.9 324k 45M7 365M 1.233m 1.233m   0 324543   0   0   0 
1786183078   400     3707 17841177     2515589422      0 91.9 319k 45M0 360M 1.250m 1.250m   0 319849   0   0   0 
1786183079   400     3878 18163254     2561001424      0 170. 321k 45M3 362M 1.241m 1.241m   0 322077   0   0   0 
1786183080   400     3991 18485548     2606444313      0 113. 322k 45M4 363M 1.239m 1.239m   0 322294   0   0   0 
1786183081   400     4000 18797079     2650370139      0 8.99 311k 43M8 351M 1.285m 1.285m   0 311531   0   0   0 
1786183082   400     4001 19112209     2694803464      0 999m 314k 44M3 355M 1.269m 1.269m   0 315130   0   0   0 
1786183083   400     4009 19432272     2739932307      0 7.95 318k 44M8 358M 1.255m 1.255m   0 320063   0   0   0 
1786183084   400     4010 19433073     2740045243      0 1.00 804. 113k 907k    -      -     0 801   0   0   0 
1786183085   400     4010 19433073     2740045243      0 0.00 0.00 0.00 0.00    -      -     0   0   0   0   0 
#======= Percentiles for time-to-first-byte and time-to-last-byte =======
# use $3:$5 $3:$7 with logscale X
# $1     $2      $3         $4       $5         $6       $7
#pctl   tail   invtail   ttfbcnt ttfb(ms)   ttlbcnt ttlb(ms)
10      90     1         1918915    0.445   1918915    0.445
20      80     1         3872642     0.48   3872641     0.48
30      70     1         5769104    0.503   5769102    0.503
40      60     2         7762270    0.526   7762267    0.526
50      50     2         9705813    0.555   9705810    0.555
55      45     2        10685515     0.58  10685512     0.58
60      40     3        11649944    0.634  11649941    0.634
65      35     3        12623670    0.766  12623667    0.766
70      30     3        13596007    0.891  13596004    0.891
75      25     4        14561312    0.958  14561309    0.958
80      20     5        15538332    1.023  15538331    1.023
82      18     6        15928545    1.062  15928544    1.062
84      16     6        16319655     1.23  16319655     1.23
86      14     7        16708253     4.08  16708253     4.08
88      12     8        17063299    4.484  17063299    4.484
90      10     10       17446747    4.516  17446747    4.516
91      9      11       17626000    4.528  17626000    4.528
92      8      13       17844701    4.544  17844701    4.544
93      7      14       18061542    4.564  18061542    4.564
94      6      17       18256602      4.6  18256602      4.6
95      5      20       18455550    4.808  18455550    4.808
95.5    4.5    22       18548437    4.884  18548437    4.884
96      4      25       18647839    4.936  18647839    4.936
96.5    3.5    29       18740780    4.968  18740780    4.968
97      3      33       18842413    4.996  18842413    4.996
97.5    2.5    40       18939158     5.02  18939158     5.02
98      2      50       19035880    5.044  19035880    5.044
98.5    1.5    67       19126492    5.072  19126492    5.072
99      1      100      19231360    5.128  19231360    5.128
99.1    0.9    111      19252420     5.16  19252420     5.16
99.2    0.8    125      19272667     5.24  19272667     5.24
99.3    0.7    143      19291656    5.336  19291656    5.336
99.4    0.6    167      19311497    5.448  19311497    5.448
99.5    0.5    200      19330878    5.752  19330878    5.752
99.55   0.45   222      19340822     6.18  19340822     6.18
99.6    0.4    250      19350515    6.972  19350515    6.972
99.65   0.35   286      19360264    8.084  19360264    8.084
99.7    0.3    333      19369974      8.4  19369974      8.4
99.75   0.25   400      19379149    8.496  19379149    8.496
99.8    0.2    500      19388127    8.536  19388127    8.536
99.85   0.15   667      19398879    8.616  19398879    8.616
99.9    0.1    1000     19408732    8.856  19408732    8.856
99.91   0.09   1111     19410361    8.888  19410361    8.888
99.92   0.08   1250     19412417    8.928  19412417    8.928
99.93   0.07   1429     19414510    8.968  19414510    8.968
99.94   0.06   1667     19416104    8.992  19416104    8.992
99.95   0.05   2000     19418311    9.024  19418311    9.024
99.96   0.04   2500     19420491    9.064  19420491    9.064
99.965  0.035  2857     19421348    9.088  19421348    9.088
99.97   0.03   3333     19422392    9.136  19422392    9.136
99.975  0.025  4000     19423370    9.264  19423370    9.264
99.98   0.02   5000     19424374    9.536  19424374    9.536
99.985  0.015  6667     19425346    11.16  19425346    11.16
99.99   0.01   10000    19426303    12.36  19426303    12.36
99.995  0.005  20000    19427145   12.544  19427145   12.544
99.996  0.004  25000    19427482    12.56  19427482    12.56
99.9965 0.0035 28571    19427582   12.632  19427582   12.632
99.997  0.003  33333    19427673   12.784  19427673   12.784
99.9975 0.0025 40000    19427748   12.856  19427748   12.856
99.998  0.002  50000    19427862   12.936  19427862   12.936
99.9985 0.0015 66667    19427956   13.008  19427956   13.008
99.999  0.001  100000   19428042   13.064  19428042   13.064
99.9995 0.0005 200000   19428164   13.264  19428164   13.264
99.9999 0.0001 1000000  19428243    16.16  19428243    16.16
